Year,Company,Stage_Level_CO2e_Available,Country,Industry,Product_Weight,PCF_Protocol,PCF
2016,Daimler AG,No,Germany,Auto Components,2715.0,ISO,51000.0
2016,Daimler AG,No,Germany,Auto Components,2595.0,ISO,66000.0
2016,Daimler AG,No,Germany,Auto Components,2585.0,ISO,38000.0
2016,Daimler AG,No,Germany,Auto Components,2065.0,ISO,72000.0
2016,Daimler AG,No,Germany,Auto Components,2015.0,ISO,45000.0
2015,Daimler AG,No,Germany,Not used for 2015 reporting,1580.0,ISO,27400.0
2015,Daimler AG,No,Germany,Not used for 2015 reporting,1680.0,ISO,47200.0
2015,Daimler AG,No,Germany,Not used for 2015 reporting,2110.0,Not reported,43600.0
2015,Daimler AG,No,Germany,Not used for 2015 reporting,2015.0,ISO,54000.0
2015,Daimler AG,No,Germany,Not used for 2015 reporting,1725.0,ISO,22600.0
2015,Daimler AG,No,Germany,Not used for 2015 reporting,1490.0,ISO,30000.0
2013,Danone,Yes,France,Food Products,1.0,PAS2050,1.531
2013,Danone,Yes,France,Food Products,1.0,PAS2050,1.297
2013,Danone,Yes,France,Food Products,1.0,PAS2050,0.174
2015,Danone,Yes,France,Not used for 2015 reporting,1.0,PAS2050,0.145
2015,Danone,Yes,France,Not used for 2015 reporting,1.0,Not reported,2.279
2015,Danone,Yes,France,Not used for 2015 reporting,1.0,Not reported,1.26
2015,Danone,Yes,France,Not used for 2015 reporting,1.0,Not reported,2.253
2016,Air Liquide,No,France,Chemicals,1.785714286,Not reported,0.567
2016,Air Liquide,No,France,Chemicals,1.25,Not reported,0.501
2014,Darfon Electronics Corp,No,Taiwan,Computers & Peripherals,0.445,PAS2050,10.41
2015,Darfon Electronics Corp,No,Taiwan,Not used for 2015 reporting,0.158,PAS2050,0.89
2016,Delta Electronics,Yes,Taiwan,"Electronic Equipment, Instruments & Components",0.26,PAS2050,1.86
2016,Delta Electronics,Yes,Taiwan,"Electronic Equipment, Instruments & Components",0.363,PAS2050,7.9
2016,Delta Electronics,Yes,Taiwan,"Electronic Equipment, Instruments & Components",81.918782,PAS2050,686.42
2016,Delta Electronics,Yes,Taiwan,"Electronic Equipment, Instruments & Components",4.1,ISO,69.437
2015,Dell Inc.,Yes,USA,Not used for 2015 reporting,2.12,Not reported,348.0
2015,Dell Inc.,Yes,USA,Not used for 2015 reporting,2.56,Not reported,408.0
2013,Dell Inc.,No,USA,Computers & Peripherals,2.52,ISO,350.0
2015,Dell Inc.,Yes,USA,Not used for 2015 reporting,1.36,Not reported,310.0
2015,Dell Inc.,Yes,USA,Not used for 2015 reporting,1.63,Not reported,276.0
2015,Dell Inc.,Yes,USA,Not used for 2015 reporting,7.03,Not reported,480.0
2013,Dell Inc.,No,USA,Computers & Peripherals,11.7,ISO,800.0
2013,Dell Inc.,No,USA,Computers & Peripherals,26.1,ISO,6360.0
2015,Dell Inc.,Yes,USA,Not used for 2015 reporting,26.1,Not reported,6360.0
2015,Dell Inc.,Yes,USA,Not used for 2015 reporting,5.7,Not reported,624.0
2015,Dell Inc.,Yes,USA,Not used for 2015 reporting,6.0,Not reported,667.0
2015,Dell Inc.,Yes,USA,Not used for 2015 reporting,2.0,Not reported,314.0
2015,Dell Inc.,Yes,USA,Not used for 2015 reporting,2.22,Not reported,309.0
2015,Dell Inc.,Yes,USA,Not used for 2015 reporting,2.0,Not reported,292.0
2015,Dell Inc.,Yes,USA,Not used for 2015 reporting,2.3,Not reported,311.0
2013,Akzo Nobel,No,Netherlands,Chemicals,1.0,GHGP,5.5
2014,Akzo Nobel,No,Netherlands,Chemicals,1000.0,GHGP,5500.0
2015,Akzo Nobel,No,Netherlands,Not used for 2015 reporting,1000.0,GHGP,6500.0
2016,Akzo Nobel,No,Netherlands,Chemicals,1000.0,GHGP,6240.0
2014,Akzo Nobel,Yes,Netherlands,Chemicals,1000.0,GHGP,3100.0
2013,Akzo Nobel,Yes,Netherlands,Chemicals,1000.0,GHGP,2000.0
2014,Akzo Nobel,Yes,Netherlands,Chemicals,1000.0,GHGP,2000.0
2014,Akzo Nobel,No,Netherlands,Chemicals,1000.0,GHGP,4900.0
2015,Akzo Nobel,Yes,Netherlands,Not used for 2015 reporting,1000.0,GHGP,4700.0
2016,Akzo Nobel,No,Netherlands,Chemicals,1000.0,GHGP,1320.0
2016,Akzo Nobel,No,Netherlands,Chemicals,1000.0,Not reported,141.0
2016,Akzo Nobel,No,Netherlands,Chemicals,1000.0,Not reported,440.0
2016,Akzo Nobel,No,Netherlands,Chemicals,1.0,GHGP,2.85
2016,Akzo Nobel,No,Netherlands,Chemicals,1000.0,Not reported,1800.0
2013,Akzo Nobel,Yes,Netherlands,Chemicals,1000.0,GHGP,1600.0
2014,Akzo Nobel,Yes,Netherlands,Chemicals,1000.0,GHGP,1600.0
2015,Akzo Nobel,Yes,Netherlands,Not used for 2015 reporting,1000.0,GHGP,1600.0
2013,Akzo Nobel,Yes,Netherlands,Chemicals,1000.0,GHGP,2200.0
2014,Akzo Nobel,Yes,Netherlands,Chemicals,1000.0,GHGP,2200.0
2015,Akzo Nobel,Yes,Netherlands,Not used for 2015 reporting,1000.0,GHGP,2200.0
2013,Akzo Nobel,Yes,Netherlands,Chemicals,1.0,GHGP,3.0
2014,Akzo Nobel,Yes,Netherlands,Chemicals,1000.0,GHGP,3420.0
2015,Akzo Nobel,Yes,Netherlands,Not used for 2015 reporting,1000.0,GHGP,2580.0
2016,Akzo Nobel,No,Netherlands,Chemicals,1.0,GHGP,2.54
2013,Akzo Nobel,Yes,Netherlands,Chemicals,1.0,GHGP,2.2
2014,Akzo Nobel,Yes,Netherlands,Chemicals,1000.0,GHGP,3010.0
2015,Akzo Nobel,Yes,Netherlands,Not used for 2015 reporting,1000.0,GHGP,2760.0
2016,Akzo Nobel,No,Netherlands,Chemicals,1.0,GHGP,2.69
2013,Akzo Nobel,Yes,Netherlands,Chemicals,1.0,GHGP,2.0
2014,Akzo Nobel,Yes,Netherlands,Chemicals,1000.0,GHGP,3400.0
2015,Akzo Nobel,Yes,Netherlands,Not used for 2015 reporting,1000.0,GHGP,2910.0
2016,Akzo Nobel,No,Netherlands,Chemicals,1.0,GHGP,3.56
2013,Akzo Nobel,Yes,Netherlands,Chemicals,1000.0,GHGP,1200.0
2013,Akzo Nobel,Yes,Netherlands,Chemicals,1000.0,GHGP,220.0
2013,Akzo Nobel,No,Netherlands,Chemicals,1000.0,GHGP,850.0
2013,NCP ALCOHOLS,No,South Africa,Beverages,1041.666667,Not reported,2019.0
2016,NCP ALCOHOLS,No,South Africa,Beverages,1041.666667,GHGP,1280.0
2014,MUNTONS PLC,Yes,United Kingdom,Food & Staples Retailing,1000.0,Not reported,603.0
2015,MUNTONS PLC,No,United Kingdom,Not used for 2015 reporting,1000.0,GHGP,520.0
2016,MUNTONS PLC,Yes,United Kingdom,Beverages,1000.0,GHGP,561.0
2016,MUNTONS PLC,No,United Kingdom,Beverages,1000.0,GHGP,947.0
2016,MUNTONS PLC,No,United Kingdom,Beverages,1000.0,GHGP,599.0
2016,MUNTONS PLC,No,United Kingdom,Beverages,1000.0,GHGP,240.0
2016,BORMIOLI LUIGI,No,Italy,Containers & Packaging,0.354,ISO,0.944
2016,BORMIOLI LUIGI,No,Italy,Containers & Packaging,0.195,ISO,0.531
2015,HUMAX ELECTRONICS CO LTD,Yes,South Korea,Not used for 2015 reporting,1.98804,ISO,79.188
2014,Maxxis International,No,Taiwan,Auto Components,12.7,Not reported,105.924
2013,CartOne S.r.l.,Yes,Italy,Containers & Packaging,1.0,EPD,1.16
2013,Fabrica de Tapas Bavaria,No,Colombia,Beverages,0.00235,GHGP,0.0004
2014,Fabrica de Tapas Bavaria,No,Colombia,Beverages,0.00235,GHGP,0.00043
2013,SHENYANG DONGRUI,No,China,Chemicals,1.0,Not reported,70.0
2013,SHENYANG DONGRUI,No,China,Chemicals,1.0,Not reported,6.0
2014,"YONYU Plastics (Shanghai) Co.,Ltd",No,USA,Containers & Packaging,0.048,GHGP,0.07
2014,"YONYU Plastics (Shanghai) Co.,Ltd",No,USA,Containers & Packaging,0.0434,GHGP,0.01
2016,PT Fajar Surya Wisesa Tbk,No,Indonesia,Containers & Packaging,1000.0,Not reported,721.0
2013,PURECIRCLE USA,No,Malaysia,Food Products,1.0,Not reported,65.71
2013,PURECIRCLE USA,No,Malaysia,Food Products,1.0,Not reported,47.51
2013,PURECIRCLE USA,No,Malaysia,Food Products,1.0,Not reported,45.81
2013,PURECIRCLE USA,No,Malaysia,Food Products,1.0,Not reported,74.64
2015,MI (Michaelleides),Yes,Greece,Not used for 2015 reporting,1.0,GHGP,0.7
2014,Alcoa Corp.,Yes,USA,Metals & Mining,1000.0,ISO,3940.0
2016,Alcoa Corp.,No,USA,Metals & Mining,1000.0,ISO,410.0
2014,Alcoa Corp.,No,USA,Metals & Mining,1000.0,Not reported,5340.0
2016,Alcoa Corp.,No,USA,Metals & Mining,1000.0,ISO,410.0
2016,Alcoa Corp.,No,USA,Metals & Mining,1000.0,ISO,2219.0
2016,Alcoa Corp.,No,USA,Metals & Mining,1000.0,ISO,6512.0
2016,Alcoa Corp.,No,USA,Metals & Mining,1000.0,ISO,720.0
2014,DRAGON WILL ENTERPRISE,No,China,Household Durables,1.3,Bilan Carbone,50.0
2016,ZHEJIANG WANFENG AUTO WHEEL CO LTD,No,China,Electrical Equipment,1.0,Not reported,2.923
2013,Electrolux,Yes,Sweden,Household Durables,6.4,EUPEF,409.0
2014,Electrolux,Yes,Sweden,Household Durables,6.4,EUPEF,409.0
2015,Electrolux,Yes,Sweden,Not used for 2015 reporting,6.4,Not reported,409.0
2013,"Elitegroup computer systems co., Ltd.",Yes,Taiwan,Computers & Peripherals,1.3,PAS2050,213.17
2013,"Elitegroup computer systems co., Ltd.",No,Taiwan,Computers & Peripherals,9.26,GHGP,1.672
2016,WOLF,No,Germany,Auto Components,450.0,ISO,502.0
2016,WOLF,No,Germany,Auto Components,450.0,ISO,446.0
2017,"Fuji Xerox Co., Ltd.",Yes,Japan,"Electronic Equipment, Instruments & Components",26.0,ISO,2300.0
2017,"Fuji Xerox Co., Ltd.",Yes,Japan,"Electronic Equipment, Instruments & Components",33.0,ISO,2400.0
2013,"Fuji Xerox Co., Ltd.",Yes,Japan,Office Electronics,13.0,GHGP,491.0
2013,"Fuji Xerox Co., Ltd.",Yes,Japan,Office Electronics,24.0,GHGP,573.0
2014,"Fuji Xerox Co., Ltd.",Yes,Japan,Office Electronics,25.600753,ISO,1400.0
2015,"Fuji Xerox Co., Ltd.",Yes,Japan,Not used for 2015 reporting,25.600753,ISO,1400.0
2017,"Fuji Xerox Co., Ltd.",Yes,Japan,"Electronic Equipment, Instruments & Components",25.600753,ISO,1400.0
2014,"Fuji Xerox Co., Ltd.",Yes,Japan,Office Electronics,115.0,ISO,1500.0
2015,"Fuji Xerox Co., Ltd.",Yes,Japan,Not used for 2015 reporting,115.0,ISO,1500.0
2017,"Fuji Xerox Co., Ltd.",Yes,Japan,"Electronic Equipment, Instruments & Components",31.7,ISO,1200.0
2017,"Fuji Xerox Co., Ltd.",Yes,Japan,"Electronic Equipment, Instruments & Components",19.0,ISO,2300.0
2017,"Fuji Xerox Co., Ltd.",Yes,Japan,"Electronic Equipment, Instruments & Components",31.7,ISO,1300.0
2017,"Fuji Xerox Co., Ltd.",Yes,Japan,"Electronic Equipment, Instruments & Components",19.0,ISO,2300.0
2017,"Fuji Xerox Co., Ltd.",Yes,Japan,"Electronic Equipment, Instruments & Components",31.7,ISO,1300.0
2013,Fujitsu Ltd.,Yes,Japan,Computers & Peripherals,5.89,ISO,140.1
2014,Fujitsu Ltd.,Yes,Japan,IT Services,5.89,ISO,140.1
2017,Fujitsu Ltd.,No,Japan,Software,7.0,ISO,690.0
2013,General Motors Company,No,USA,Automobiles,1820.086,GHGP,27588.0
2014,General Motors Company,Yes,USA,Automobiles,1820.086,GHGP,33933.0
2015,General Motors Company,Yes,USA,Not used for 2015 reporting,1820.086,GHGP,39100.0
2016,General Motors Company,No,USA,Auto Components,1820.086,GHGP,36386.0
2013,Georg Fischer,Yes,Switzerland,Machinery,1.0,Not reported,2.42
2016,"CNX Coal Resources, LP",Yes,USA,"Oil, Gas & Consumable Fuels",1000.0,GHGP,3025.0
2014,"Hitachi, Ltd.",No,Japan,"Electronic Equipment, Instruments & Components",2270.0,ISO,9328.0
2016,"Hino Motors, Ltd.",Yes,Japan,Auto Components,2272.33,M. Env. Japan v2.2,191687.0
2014,Holmen,No,Sweden,Paper & Forest Products,1000.0,Not reported,370.0
2015,Holmen,Yes,Sweden,Not used for 2015 reporting,1000.0,CEPI,211.0
2014,Holmen,No,Sweden,Paper & Forest Products,1000.0,Not reported,292.0
2015,Holmen,Yes,Sweden,Not used for 2015 reporting,1000.0,CEPI,210.0
2015,SK Hynix,No,South Korea,Not used for 2015 reporting,0.0084,Carbon Labeling Certificate,0.634
2015,SK Hynix,No,South Korea,Not used for 2015 reporting,0.0084,Carbon Labeling Certificate,0.691
2015,SK Hynix,No,South Korea,Not used for 2015 reporting,0.0084,Not reported,0.735
2013,Arcelor Mittal,No,Luxembourg,Metals & Mining,4.7,ISO,7.3
2013,Arcelor Mittal,No,Luxembourg,Metals & Mining,140000.0,ISO,167000.0
2015,Ingenico,Yes,France,Not used for 2015 reporting,0.6,GHGP,49.98
2013,Intel Corporation,Yes,USA,Computers & Peripherals,0.4082331,Not reported,29.0
2014,Intel Corporation,Yes,USA,Semiconductors & Semiconductor Equipment,0.4082331,Not reported,29.0
2013,Intel Corporation,Yes,USA,Computers & Peripherals,0.4082331,Not reported,14.0
2014,Intel Corporation,Yes,USA,Semiconductors & Semiconductor Equipment,0.4082331,Not reported,14.0
2013,Intel Corporation,Yes,USA,Computers & Peripherals,0.4082331,Not reported,7.0
2014,Intel Corporation,Yes,USA,Semiconductors & Semiconductor Equipment,0.4082331,Not reported,7.0
2017,Johnson Matthey,No,United Kingdom,Chemicals,2.0,ISO,188.0
2017,Johnson Matthey,No,United Kingdom,Chemicals,2.0,ISO,63.0
